 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
2328,II,65.306,[ 477  889 1302 1651 2139 2392],86.667,244.000,363.000,766.000,-13.000
2329,II,60.894,[ 356  737 1130 1514 1915 2313 2722],82.000,82.333,315.667,788.667,121.429
2330,II,63.163,[ 362  742 1127 1506 1883 2267 2642],86.286,135.000,355.667,760.000,79.714
2331,II,74.489,[ 320  636  963 1287 1605 1930 2256 2582 2898],85.111,157.750,362.500,644.500,108.000
2332,II,72.543,[ 381  707 1036 1368 1702 2031 2363 2697],67.000,129.429,286.857,661.714,93.750
2333,II,87.834,[ 382  670  959 1245 1532 1824 1995 2362 2648],74.000,131.750,328.500,566.500,130.000
2334,II,74.773,[ 139  489  840 1195 1538 1874 2215 2556 2768],111.500,181.500,423.000,657.250,112.889
2335,II,75.179,[ 218  521  870 1079 1487 1845 2184 2523 2850],41.333,120.286,178.000,658.000,21.556
2336,II,57.576,[ 151  615 1114 1594 2078 2341],87.200,139.000,437.000,876.000,215.600
2337,II,56.882,[ 159  585 1006 1417 1835 2263 2691],75.333,167.000,405.500,844.000,121.143
2338,II,60.352,[ 520 1087 1653 1869 2210 2773],109.667,192.800,374.400,901.200,94.000
2339,II,100.607,[ 211  490  759  912 1317 1507 1866 2141 2406 2564],91.800,129.250,330.750,522.889,96.889
2340,II,70.540,[ 126  465  810 1149 1491 1827 2165 2505 2848],41.750,73.143,377.429,680.500,175.111
2341,II,50.574,[ 183  653 1133 1608 2075 2556],46.000,215.000,584.000,949.200,232.000
2342,II,63.661,[ 261  639 1016 1393 1771 2148 2523],94.857,107.667,352.333,754.000,146.571
2343,II,83.864,[ 287  567  849 1132 1421 1708 1994 2280 2572 2863],78.000,142.667,322.444,572.444,97.200
2344,II,86.101,[ 381  726 1075 1422 1765 2113 2281 2458 2798],59.778,112.286,311.429,604.250,145.556
2345,II,88.517,[ 258  476  717 1208 1427 1680 2152 2374 2630],103.778,218.000,314.000,593.000,1.000
2346,II,72.356,[ 160  484  818 1155 1486 1825 2157 2484 2814],90.000,130.250,351.000,663.500,139.333
2347,II,61.009,[ 129  406  832 1261 1690 2116 2543],109.000,195.200,495.200,804.667,187.000
2348,II,65.124,[ 221  585  945 1301 1668 2041 2422 2802],77.750,107.714,318.000,737.429,105.250
2349,II,73.051,[ 233  563  898 1234 1568 1896 2219 2540 2862],102.000,136.750,372.500,657.250,117.333
2350,II,69.636,[ 420  735 1049 1435 1788 2138 2490 2842],69.750,120.000,345.714,692.000,125.429
2351,II,67.426,[ 234  585  939 1299 1662 2021 2377 2726],87.750,58.571,163.714,712.000,65.750
2352,II,73.804,[ 157  490  822 1138 1459 1782 2098 2419 2760],89.111,133.250,354.750,650.750,125.333
2353,II,69.542,[ 309  649  992 1342 1690 2033 2380 2725],79.250,,,690.286,
2354,II,87.562,[ 227  497  768 1041 1315 1590 1863 2139 2417 2694],65.800,121.111,340.222,548.222,110.600
2355,II,66.463,[ 129  510  857 1218 1615 1950 2301 2663],97.714,119.667,258.667,724.000,108.000
2356,II,67.691,[ 356  709 1061 1413 1766 2121 2481 2838],71.000,97.714,320.286,709.143,114.000
2357,II,53.649,[ 405  808 1200 1758 2262 2678],58.500,260.000,416.000,909.200,-10.000
2358,II,73.256,[ 127  452  778 1104 1433 1762 2090 2418 2748],73.500,172.857,373.429,655.250,52.889
2359,II,52.741,[ 128  595 1053 1502 1960 2417 2859],131.667,145.200,392.400,910.333,133.200
2360,II,72.357,[ 247  590  932 1271 1605 1934 2259 2582 2902],86.000,146.250,357.000,663.750,87.000
2361,II,103.536,[ 246  481  713  943 1172 1405 1637 1872 2105 2335 2565 2796],81.167,158.571,320.857,463.636,98.500
2362,II,71.788,[ 411  728 1054 1402 1746 2095 2433 2754],74.000,135.429,334.571,669.429,97.500
2363,II,54.762,[ 560  994 1421 1874 2330 2753],57.667,174.800,465.600,877.200,186.000
2364,II,67.252,[ 317  599 1023 1417 1804 2175 2523 2850],63.250,117.143,306.857,723.714,75.750
2365,II,65.139,[ 185  537  892 1257 1625 1993 2373 2767],86.750,164.667,308.571,737.714,41.000
2366,II,65.079,[ 236  615  989 1358 1727 2093 2455 2818],80.250,120.857,214.286,737.714,55.500
2367,II,68.802,[ 270  613  929 1251 1595 1974 2351 2722],75.750,124.000,193.143,700.571,19.250
2368,II,70.411,[ 452  792 1132 1472 1815 2157 2498 2838],84.750,142.857,358.286,681.714,104.571
2369,II,79.225,[ 170  465  772 1081 1388 1695 2000 2300 2599 2897],96.000,135.556,352.667,606.000,82.667
2370,II,60.555,[ 269  673 1070 1460 1843 2238 2648],86.000,216.667,430.333,793.000,106.857
2371,II,72.636,[ 232  567  891 1215 1550 1890 2234 2561 2877],65.333,137.750,351.500,661.250,86.222
2372,II,74.210,[ 404  730 1049 1367 1682 2006 2328 2669],48.000,161.000,369.667,647.143,109.000
2373,II,118.164,[ 295  476  704  944 1210 1419 1694 1889 2073 2255 2408 2589 2796],67.167,118.727,288.000,416.833,63.385
2374,II,77.971,[ 351  646  950 1251 1557 1879 2193 2499 2815],54.667,91.000,307.500,616.000,112.889
2375,II,82.333,[ 333  607  879 1148 1432 1782 2051 2348 2685],55.333,119.750,325.750,588.000,97.778
2376,II,67.219,[ 299  672 1018 1365 1726 2093 2453 2800],73.250,145.429,357.429,714.571,117.750
2377,II,68.327,[ 396  744 1097 1452 1809 2157 2504 2855],73.750,110.000,181.143,702.571,27.750
2378,II,73.136,[ 219  533  850 1171 1505 1846 2185 2518],90.571,74.286,278.286,656.857,84.750
2379,II,58.996,[ 194  596 1003 1413 1819 2223 2635],99.333,105.667,328.333,813.667,104.571
2380,II,64.866,[ 290  659 1028 1396 1765 2135 2508 2880],35.500,101.429,369.429,740.000,179.429
2381,II,79.969,[ 409  707 1005 1308 1608 1909 2209 2508 2810],51.778,134.500,367.250,600.250,122.889
2382,II,64.060,[ 177  513  947 1283 1668 2054 2489 2826],49.500,154.000,296.571,756.857,66.750
2383,II,83.851,[ 348  638  928 1218 1503 1786 2070 2355 2638],50.222,120.750,277.500,572.500,100.667
2384,II,104.328,[ 224  380  550  762 1078 1333 1504 1721 2045 2371 2697],62.364,110.500,288.000,494.600,91.200
2385,II,62.880,[ 250  627 1008 1388 1758 2155 2541],77.714,127.000,343.667,763.667,118.286
2386,II,81.789,[ 185  478  771 1065 1356 1647 1941 2237 2532 2826],95.000,179.333,395.111,586.889,112.600
2387,II,80.334,[ 122  472  805 1110 1406 1689 1964 2246 2532 2825],60.889,115.333,239.778,600.667,63.200
2388,II,79.238,[ 145  448  749 1051 1353 1656 1959 2264 2566 2871],75.600,123.778,339.556,605.778,101.600
2389,II,60.487,[ 173  559  947 1315 1728 2147 2558],68.857,125.000,369.667,795.000,115.143
2390,II,63.887,[ 418  795 1172 1546 1923 2299 2672],88.571,170.000,215.667,751.333,6.286
2391,II,81.047,[ 200  554  962 1174 1616 1807 2257 2446 2865],66.889,122.800,336.000,666.250,89.250
2392,II,62.700,[ 298  685 1074 1451 1826 2211 2595],74.000,134.000,370.000,765.667,126.000
2393,II,50.799,[ 573 1041 1512 1994 2463],82.800,158.000,420.500,945.000,132.000
2394,II,74.639,[ 364  685 1005 1324 1643 1963 2289 2615],93.250,170.000,380.286,643.143,99.250
2395,II,106.875,[ 183  406  628  849 1070 1294 1521 1747 1972 2197 2425 2653 2878],80.308,134.364,309.000,449.167,63.455
2396,II,66.700,[ 448  817 1173 1541 1909 2259 2608],86.571,132.333,401.333,720.000,172.000
2397,II,74.054,[ 293  612  926 1265 1621 1961 2275 2575 2892],74.667,115.000,351.000,649.750,133.250
2398,II,65.841,[ 461  821 1185 1538 1899 2272 2649],90.286,152.333,377.667,729.333,98.857
2399,II,62.218,[ 514  903 1282 1658 2044 2436 2829],98.286,155.667,290.000,771.667,68.571
2400,II,63.331,[ 421  795 1169 1554 1937 2315 2695],81.714,84.667,329.667,758.000,140.286
2401,II,66.562,[ 328  687 1047 1406 1766 2127 2489 2852],88.750,127.429,406.571,721.143,159.714
2402,II,83.103,[ 289  670 1050 1424 1847 2186 2412 2556],55.500,108.286,179.714,647.714,8.500
2403,II,64.496,[ 262  621  949 1345 1748 2130 2504 2876],85.000,166.571,398.571,746.857,95.429
2404,II,98.773,[ 334  579  821 1076 1330 1573 1818 2074 2319 2489 2812],52.000,139.333,280.667,495.600,88.600
2405,II,78.139,[ 302  620  921 1231 1542 1847 2144 2450 2760],80.667,172.286,379.714,614.500,82.000
2406,II,67.545,[ 211  559  913 1277 1641 1997 2342 2699],86.000,177.429,391.714,710.857,97.750
2407,II,76.471,[ 484  883 1281 1681 2081 2269 2481 2879],87.750,99.714,224.571,684.286,61.000
2408,II,74.199,[ 301  636  971 1302 1631 1959 2291 2624 2898],81.556,242.400,335.000,649.250,-8.800
2409,II,82.348,[ 143  437  740 1040 1328 1618 1908 2197 2481 2767],74.600,124.000,327.778,583.111,117.800
2410,II,88.150,[ 253  516  784 1049 1321 1601 1889 2166 2436 2705],84.000,106.444,322.667,544.889,100.400
2411,II,78.313,[ 290  593  895 1207 1519 1826 2133 2438 2742],91.333,117.000,343.500,613.000,128.667
2412,II,80.709,[ 367  666  962 1263 1561 1856 2152 2450 2746],89.778,110.000,337.250,594.750,132.667
2413,II,72.718,[ 382  723 1048 1382 1723 2056 2368 2694],88.000,124.571,344.857,660.571,129.750
2414,II,69.475,[ 391  882 1201 1542 1896 2225 2540 2855],87.750,126.000,317.429,704.000,86.250
2415,II,75.179,[ 159  475  792 1111 1431 1749 2071 2392 2713],86.444,127.250,355.250,638.500,100.444
2416,II,55.687,[ 121  557  989 1421 1848 2277 2707],89.667,163.200,434.000,862.000,138.333
2417,II,55.372,[ 451  869 1304 1743 2189 2619],82.000,135.200,340.000,867.200,97.333
2418,II,65.325,[ 392  816 1174 1532 1891 2247 2604],77.143,158.667,392.000,737.333,128.571
2419,II,69.973,[ 274  618  959 1300 1645 1987 2328 2675],84.500,148.000,350.000,686.000,96.857
2420,II,82.409,[ 188  531  885 1216 1584 1772 1962 2330 2674],46.000,101.250,289.250,621.500,138.889
2421,II,57.340,[ 433  857 1275 1684 2090 2527],93.667,256.000,379.200,837.600,-3.000
2422,II,59.270,[ 410  808 1210 1609 2018 2426 2840],42.000,205.000,453.000,810.000,119.667
2423,II,78.546,[ 446  639 1063 1364 1675 1992 2329 2680],91.750,173.714,396.857,638.286,104.500
2424,II,75.119,[ 339  662  982 1303 1622 1940 2257 2575 2895],53.556,78.750,214.750,639.000,84.250
2425,II,57.284,[ 239  656 1075 1498 1922 2341 2753],101.429,115.333,376.667,838.000,157.143
2426,II,61.252,[ 363  752 1144 1539 1928 2321 2714],75.429,179.000,392.667,783.667,100.286
2427,II,78.744,[ 230  535  841 1137 1454 1761 2062 2365 2669],85.111,153.429,409.429,609.750,161.500
2428,II,64.523,[ 304  683 1051 1417 1787 2161 2535 2908],89.250,166.000,289.143,744.000,57.143
2429,II,94.758,[ 319  579  839 1100 1358 1608 1854 2099 2347 2598 2853],73.818,115.800,343.600,506.800,98.364
2430,II,84.993,[ 402  754  952 1359 1709 1907 2313 2661 2860],102.444,117.000,339.500,614.500,118.750
2431,II,102.614,[ 397  533  698  885 1468 1818 2253 2386 2865],48.333,154.000,265.000,617.000,115.333
2432,II,69.603,[ 379  709 1030 1348 1774 2114 2486 2813],48.250,113.429,204.857,695.429,48.500
2433,II,68.740,[ 151  498  814 1140 1480 1857 2243 2605],70.000,89.714,316.286,701.143,115.000
2434,II,69.195,[ 250  618  937 1305 1674 1982 2357 2690],90.750,126.571,376.286,697.143,145.500
2435,II,74.605,[ 416  737 1060 1378 1700 2026 2350 2668],95.500,218.571,382.286,643.429,54.500
2436,II,91.642,[ 296  559  819 1081 1343 1606 1866 2125 2386 2649 2915],79.273,145.400,311.200,523.800,91.400
2437,II,58.595,[ 222  631 1039 1437 1851 2266 2680],90.571,159.667,388.333,819.333,84.571
2438,II,50.715,[ 321  789 1252 1720 2186 2689],107.333,84.400,330.400,947.200,103.000
2439,II,61.531,[ 474  875 1264 1660 2052 2430 2815],70.857,123.333,368.000,780.333,162.286
2440,II,61.472,[ 198  593  983 1380 1775 2155 2541],90.286,164.667,384.000,781.000,99.143
2441,II,52.045,[ 427  883 1337 1801 2271 2733],100.667,161.600,472.400,922.400,146.667
2442,II,84.128,[ 326  615  901 1186 1476 1759 2046 2336 2613 2894],91.400,127.556,339.778,570.667,100.889
2443,II,64.570,[ 175  549  923 1298 1663 2035 2407 2777],93.250,129.714,362.286,743.429,117.250
2444,II,93.022,[ 285  550  805 1058 1315 1578 1835 2089 2339 2606 2866],88.909,139.778,323.778,516.200,90.444
2445,II,68.560,[ 396  867 1148 1472 1701 2186 2653],76.000,194.400,360.000,752.333,80.667
2447,II,69.039,[ 244  660 1053 1419 1770 2124 2322 2844],82.750,185.714,393.143,742.857,85.500
2449,II,83.703,[ 364  647  930 1217 1503 1793 2084 2370 2658],39.667,149.000,346.000,573.500,85.333
2450,II,80.269,[ 273  574  871 1170 1469 1769 2067 2367 2665],82.889,151.500,364.000,598.000,96.667
2452,II,54.165,[ 357  806 1263 1675 2127 2575],85.000,326.000,390.400,887.200,-53.000
2453,II,80.316,[ 197  525  861 1165 1448 1742 2047 2333 2602 2897],76.400,89.111,270.444,600.000,89.556
2454,II,68.660,[ 348  696 1042 1396 1750 2099 2446 2795],69.000,127.714,369.143,699.143,147.500
2455,II,62.053,[ 279  673 1064 1455 1840 2221 2600],51.143,128.000,380.000,773.667,130.000
2457,II,74.224,[ 146  474  798 1123 1449 1770 2092 2416 2733],76.250,94.000,186.750,646.750,50.889
2458,II,67.040,[ 270  638  999 1355 1701 2054 2408 2777],85.000,98.857,305.429,716.286,123.750
2459,II,73.483,[ 292  626  952 1286 1621 1951 2272 2591 2906],79.333,132.250,375.000,653.500,138.250
2460,II,53.026,[ 496  937 1403 1822 2295 2763],94.000,160.000,386.400,906.800,86.667
2461,II,74.536,[ 177  497  822 1145 1466 1788 2112 2432 2753],92.667,137.333,249.333,644.000,105.000
2462,II,64.517,[ 243  616  988 1357 1731 2101 2474 2847],46.000,168.286,270.571,744.000,44.000
2463,II,73.060,[ 248  599  942 1297 1641 1967 2288 2616 2890],83.778,91.250,246.250,660.500,119.750
2464,II,64.211,[ 246  596 1393 1666 2188 2584 2823],69.667,128.000,266.000,859.000,90.667
2465,II,79.719,[ 250  594  916 1244 1525 1683 2243 2571 2895],74.444,179.143,370.571,661.250,85.143
2466,II,60.882,[ 341  744 1143 1524 1911 2308 2707],63.714,122.000,266.667,788.667,103.143
2467,II,58.200,[ 125  527  929 1345 1768 2186 2600],91.333,212.000,488.000,825.000,142.286
2468,II,66.203,[ 197  543  893 1251 1611 1983 2360 2737],84.250,163.143,275.714,725.714,53.500
2469,II,65.083,[ 220  596  971 1344 1716 2082 2442 2802],82.000,119.429,174.000,737.714,16.000
2470,II,62.838,[ 137  842 1189 1537 1804 2222],82.000,114.500,337.500,834.000,130.667
2471,II,82.286,[ 158  450  743 1035 1326 1617 1909 2199 2491 2783],82.200,153.333,230.889,583.333,25.600
2472,II,74.733,[ 377  694 1010 1332 1662 1972 2294 2626],77.000,87.429,282.286,642.571,102.750
2473,II,99.740,[ 140  377  617  859 1101 1341 1583 1825 2066 2308 2549 2787],66.500,116.727,317.818,481.273,109.000
2474,II,84.830,[ 418  543  795 1172 1558 1933 2311 2686],45.750,88.000,354.667,648.000,143.000
2475,II,64.510,[ 193  565  942 1331 1743 1981 2519 2914],80.250,143.667,363.667,777.429,136.333
2476,II,68.386,[ 456  812 1160 1503 1854 2211 2561 2913],98.500,113.714,299.143,702.000,103.714
2477,II,148.479,"[ 163  404  525  760  881 1122 1243 1486 1607 1845 1966 2201 2322 2557
 2678]",58.545,,,359.286,
2478,II,81.639,[ 254  559  861 1163 1463 1763 2061 2362 2665 2910],81.400,126.667,355.333,590.222,118.444
2479,II,72.450,[ 354  692 1023 1353 1683 2015 2344 2673],71.500,130.286,352.857,662.571,119.250
2480,II,103.325,[ 143  370  796 1006 1177 1403 1606 1856 2072 2282 2520 2827],38.500,130.444,282.667,488.000,88.167
2481,II,82.854,[ 240  486  937 1162 1535 1754 2129 2348 2726],102.889,135.714,307.714,621.500,84.000
2482,II,68.117,[ 419  602  967 1514 2060 2600 2870],69.143,151.333,313.667,817.000,89.714
2483,II,79.383,[ 548 1250 1458 1861 2171 2365],44.333,100.500,153.000,726.800,13.200
2484,II,48.569,[ 346 1382 1854 2235 2613],83.600,193.500,476.500,1133.500,132.000
2485,II,71.831,[ 131  462  795 1128 1462 1796 2133 2468 2804],83.750,168.857,267.429,668.250,25.500
2486,II,71.200,[ 231  572  909 1238 1580 1916 2248 2591],87.500,146.286,348.286,674.286,101.000
2487,II,79.192,[ 221  515  819 1129 1437 1742 2044 2345 2646],88.667,141.500,329.500,606.250,79.111
2488,II,79.648,[ 173  476  778 1078 1376 1677 1977 2279 2582 2885],79.800,106.000,254.667,602.667,96.667
2489,II,58.137,[ 160  571  983 1400 1815 2223 2637],102.000,189.200,446.400,825.667,138.857
2490,II,58.740,[ 123  511  935 1357 1772 2185 2577],84.000,162.800,354.000,818.000,98.667
2491,II,104.531,[ 251  486  675  977 1204 1427 1686 1904 2100 2314 2559 2814],67.091,126.000,251.500,466.000,61.400
2492,II,56.413,[ 130  560  993 1416 1842 2268 2683],83.000,176.000,280.500,851.000,21.200
2493,II,78.403,[ 330  635  933 1245 1570 1875 2166 2469 2781],53.778,113.500,219.000,612.750,74.444
2494,II,80.820,[ 269  569  871 1173 1468 1760 2053 2347 2645],76.667,112.250,300.000,594.000,94.889
2495,II,60.000,[ 318  718 1118 1518 1918 2318 2718],84.000,119.667,433.000,800.000,212.857
2496,II,60.018,[ 121  515  927 1328 1724 2131 2521],80.333,125.200,185.600,800.000,5.667
2497,II,71.675,[ 141  479  837 1198 1433 1904 2240 2570 2896],40.750,124.571,328.000,688.750,153.429
2498,II,70.994,[ 181  392  759 1144 1508 1882 2263 2633],57.000,105.429,279.714,700.571,114.750
2499,II,72.229,[ 423  747 1070 1398 1737 2072 2418 2750],79.750,119.000,291.714,664.857,63.429
2500,II,66.788,[ 187  609  861 1302 1720 1975 2413 2828],91.500,179.600,343.143,754.571,46.400
2501,II,45.898,[ 362  875 1414 1951 2455],91.200,142.000,410.500,1046.500,106.800
2502,II,70.551,[ 524  858 1211 1566 1922 2146 2679],52.857,104.800,386.400,718.333,168.000
2503,II,60.486,[ 257  655 1056 1457 1853 2240 2638],84.286,133.000,386.667,793.667,141.143
2504,II,65.821,[ 276  638  989 1335 1688 2069 2451 2832],91.500,146.286,351.143,730.286,63.000
2505,II,58.765,[ 342  838 1232 1628 2019 2413 2808],83.429,157.000,370.667,822.000,55.143
2506,II,88.856,[ 300  579  856 1133 1413 1612 1972 2238 2506 2775],76.200,166.400,357.600,550.000,65.000
2507,II,50.478,[ 489  971 1467 1967 2457 2875],98.000,197.200,462.400,954.400,136.000
2508,II,62.408,[ 391  857 1249 1643 1963 2432 2748],65.143,117.000,312.333,785.667,104.000
2509,II,64.377,[ 408  785 1155 1523 1895 2273 2645],102.571,107.667,358.000,745.667,150.000
2510,II,74.196,[ 435  765 1096 1423 1747 2070 2387 2700],82.250,92.286,297.429,647.143,148.250
2511,II,55.209,[ 295  741 1172 1612 2048 2469 2904],78.571,123.000,273.000,869.667,-33.000
2512,II,70.491,[ 130  394  793 1193 1549 1875 2207 2538 2891],58.750,137.333,268.667,690.250,79.714
2513,II,55.278,[ 534  974 1405 1841 2276 2705],105.000,229.600,482.000,868.400,125.333
2514,II,62.058,[ 191  586  972 1344 1750 2134 2513],88.857,151.667,366.000,774.000,118.286
2515,II,70.267,[ 409  734 1072 1405 1741 2091 2461 2803],85.750,139.714,356.286,684.000,104.000
2516,II,58.825,[ 282  694 1100 1509 1917 2322 2730],98.857,174.667,492.000,816.000,141.714
2517,II,102.458,[ 161  394  629  864 1101 1336 1574 1810 2047 2277 2509 2738],102.000,181.333,332.667,468.545,80.000
2518,II,67.506,[ 404  750 1119 1480 1837 2189 2538],76.000,161.000,342.333,711.333,130.286
2519,II,57.733,[ 212  568  938 1372 1816 2272 2728],98.000,194.667,442.667,838.667,131.714
2520,II,93.492,[ 262  502  743 1002 1294 1563 1822 2086 2349 2594 2837],76.364,122.600,306.400,515.000,87.273
2521,II,87.025,[ 381  669  951 1226 1505 1780 2052 2322 2591 2864],79.600,134.000,269.778,551.778,45.500
2522,II,58.117,[ 428  866 1291 1699 2129 2559 2916],76.857,193.667,403.667,829.333,89.000
2523,II,72.173,[ 360  689 1023 1359 1684 2019 2354 2688],37.500,96.857,196.286,665.143,57.000
2524,II,61.410,[ 193  581  976 1370 1758 2148 2538],96.000,127.333,295.333,781.667,63.333
2525,II,55.133,[ 321  650 1179 1670 2156 2553],92.000,97.600,304.000,892.800,75.000
2526,II,70.717,[ 273  625  973 1322 1675 1909 2375 2722],63.000,136.857,374.000,699.714,108.500
2527,II,84.426,[ 332  609  886 1172 1459 1748 2035 2320 2609 2891],83.400,90.000,296.222,568.667,114.667
2528,II,119.821,[ 261  387  661 1070 1484 1611 1891 2017 2297 2423 2709],65.273,165.600,189.600,489.600,25.111
2529,II,63.232,[ 202  570  945 1324 1699 2068 2443 2863],78.750,134.286,411.429,760.286,98.500
2530,II,56.870,[ 297  741 1168 1584 1987 2413 2831],83.143,128.000,378.000,844.667,117.667
2531,II,68.536,[ 263  617  971 1322 1659 2018 2367 2715],76.000,159.143,393.714,700.571,103.750
2532,II,69.765,[ 271  613  945 1299 1650 1977 2325 2681],80.500,170.857,370.286,688.571,66.750
2533,II,64.686,[ 201  615  993 1354 1691 2037 2426 2808],80.750,130.571,337.714,744.857,125.000
2534,II,57.330,[ 227  647 1067 1485 1903 2328 2739],68.667,187.667,434.333,837.333,142.571
2535,II,52.714,[ 526  999 1474 1946 2387 2807],74.667,113.200,358.400,912.400,123.667
2536,II,46.566,[ 183  698 1215 1730 2245 2760],39.200,195.000,441.000,1030.800,134.667
2537,II,113.074,[ 135  356  572  786  996 1203 1410 1619 1830 2042 2255 2469 2682 2895],79.286,115.111,313.556,424.615,95.333
2538,II,71.799,[ 277  616  947 1281 1616 1948 2280 2617],73.000,145.714,391.143,668.571,126.750
2539,II,70.132,[ 154  488  832 1176 1523 1862 2205 2548 2892],45.750,174.250,413.500,684.500,124.250
2540,II,64.641,[ 260  634 1005 1375 1746 2118 2489 2859],81.750,122.857,223.714,742.571,53.143
2541,II,85.999,[ 355  634  915 1198 1479 1759 2041 2324 2550 2887],60.400,154.571,361.429,562.667,102.667
2542,II,58.061,[ 434  856 1281 1706 2127 2547 2919],90.571,149.000,363.333,828.333,101.000
2543,II,60.284,[ 382  760 1097 1473 1967 2414 2803],76.857,84.000,304.333,807.000,125.429
2544,II,74.364,[ 204  496  779 1031 1394 1797 2101 2561 2868],75.778,150.857,235.143,666.000,26.444
2545,II,73.383,[ 271  603  938 1263 1582 1907 2232 2555 2888],76.222,146.250,362.000,654.250,77.750
2546,II,92.132,[ 213  475  736  996 1256 1516 1775 2035 2297 2559 2818],79.818,129.800,306.400,521.000,63.818
2547,II,51.372,[ 574 1042 1522 2002 2473 2912],76.800,112.000,400.000,935.200,149.200
2548,II,81.053,[ 190  487  781 1079 1377 1670 1967 2265 2560 2855],71.400,151.111,385.111,592.222,86.800
2549,II,66.058,[ 294  646 1003 1365 1728 2097 2465 2838],82.000,144.286,239.429,726.857,18.750
2550,II,55.135,[ 265  706 1144 1574 2010 2448 2877],80.286,190.667,404.000,870.667,72.667
2551,II,76.331,[ 413  726 1039 1357 1673 1988 2302 2614],100.000,156.857,385.143,628.857,83.750
2552,II,82.253,[ 123  315  588  919 1173 1543 1857 2175 2502 2832],93.500,166.571,407.429,602.000,94.000
2553,II,76.870,[ 149  464  775 1086 1393 1684 2009 2331 2649],68.667,119.500,361.000,625.000,133.111
2554,II,122.889,[ 313  507  702  896 1089 1283 1477 1672 1869 2067 2263 2459 2655 2852],75.429,91.385,250.154,390.615,68.857
2555,II,89.495,[ 217  483  751 1021 1287 1550 1815 2086 2356 2626 2899],86.545,156.200,310.800,536.400,41.000
2556,II,84.173,[ 252  522  793 1074 1364 1662 1963 2252 2538 2821],102.800,93.111,320.889,570.889,123.600
2557,II,72.050,[ 147  477  813 1144 1475 1813 2150 2481 2812],74.889,121.429,192.857,666.250,27.111
2558,II,59.872,[ 282  672 1090 1494 1908 2293 2689],65.714,157.333,256.667,802.333,44.571
2559,II,59.835,[ 276  684 1011 1492 1971 2304 2733],98.800,134.000,211.333,819.000,-54.800
2560,II,60.040,[ 137  529  922 1335 1749 2153 2537],83.000,148.000,387.200,800.000,115.714
2561,II,84.474,[ 305  660 1018 1227 1378 1845 2102 2468 2834],85.111,172.571,403.143,632.250,138.286
2562,II,73.140,[ 309  636  964 1294 1620 1947 2277 2606],46.000,166.000,342.286,656.286,81.500
2563,II,51.486,[ 527  983 1451 1922 2393 2858],106.667,142.000,424.000,932.400,71.000
2564,II,115.845,[ 245  486  738  903 1229 1406 1588 1754 1924 2185 2387 2591 2833],70.500,115.429,273.429,431.333,58.769
2565,II,83.726,[ 329  617  900 1187 1476 1759 2046 2335 2620 2909],84.444,129.000,307.250,573.333,78.667
2566,II,68.460,[ 344  696 1046 1395 1747 2099 2449 2798],96.000,151.667,353.714,701.143,159.429
2567,II,73.630,[ 206  537  874 1198 1515 1844 2180 2500 2815],60.667,107.750,252.750,652.250,82.889
2568,II,59.234,[ 500  761 1384 1786 2544 2836],46.333,112.400,324.800,934.400,114.333
2569,II,55.385,[ 224  659 1093 1525 1959 2393 2824],81.714,204.000,427.667,866.667,128.000
2570,II,89.672,[ 219  489  758 1025 1295 1568 1850 2131 2405 2678 2904],78.800,131.000,354.800,537.000,117.000
2571,II,55.817,[ 278  705 1141 1571 1997 2429 2858],83.143,150.333,361.667,860.000,102.333
2572,II,128.789,"[ 250  436  621  806  992 1177 1364 1549 1735 1922 2109 2296 2484 2671
 2859]",60.400,109.000,185.143,372.714,-8.667
2573,II,68.546,[ 348  700 1053 1400 1749 2098 2446 2799],57.750,102.571,319.143,700.286,137.750
2574,II,91.190,[ 320  618  907 1208 1478 1767 2008 2220 2506 2724],45.333,94.250,292.250,534.222,113.400
2575,II,58.803,[ 222  631 1039 1453 1857 2266 2671],114.857,149.333,291.333,816.333,25.429
2576,II,64.106,[ 412  789 1152 1526 1908 2276 2659],92.571,130.333,352.667,749.000,113.714
2577,II,87.273,[ 203  479  754 1028 1303 1578 1853 2128 2403 2678],78.600,163.111,224.444,550.000,13.600
2578,II,60.727,[ 377  778 1163 1549 1949 2344 2749],74.000,158.667,397.667,790.667,130.571
2579,II,85.222,[ 443  766 1089 1409 1589 1975 2338 2661 2849],82.000,180.000,340.000,601.500,78.222
2580,II,62.969,[ 145  526  907 1288 1669 2050 2431 2813],66.000,152.667,281.000,762.286,78.000
2581,II,62.509,[1082 1348 1721 2345],94.500,264.000,539.000,842.000,141.000
2582,II,68.472,[ 308  707  993 1187 1711 2435 2760],40.000,116.000,229.333,817.333,44.286
2583,II,55.896,[ 373  809 1236 1662 2094 2520],40.000,221.000,277.000,858.800,-12.400
2584,II,47.777,[ 455 1610 1933 2347],55.500,100.000,237.333,1261.333,117.500
2585,II,65.071,[ 250  619  995 1365 1770 2099 2467 2839],88.000,117.429,302.571,739.714,94.250
2586,II,51.833,[ 475  962 1434 1883 2332 2792],86.000,207.200,439.600,926.800,113.667
2587,II,66.912,[ 444  781 1075 1505 1883 2254 2621],47.714,163.000,251.667,725.667,50.857
2588,II,68.059,[ 283  760 1085 1437 1780 2108 2441 2785],81.750,161.000,238.000,714.857,5.429
