p_peaks,p_onsets,p_offsets,q_peaks,r_onsets,r_offsets,s_peaks,t_peaks,t_onsets,t_offsets,sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
0.023,"[nan, 694, 1290, 1874, 2424, 2978, 3552, 4222, 4916, 5614]","[182, 772, 1364, 1952, 2500, 3054, 3634, 4296, 5000, 5692]",-0.180,"[148, 792, 1382, 1914, 2464, 3012, 3594, 4258, 4958, nan]","[288, 878, 1470, 2060, 2608, 3162, 3740, 4406, 5104, nan]",-0.265,0.475,"[396, 982, 1570, 2164, 2712, 3262, 3842, 4512, 5218, nan]","[498, 1088, 1680, 2272, 2814, 3368, 3948, 4620, 5318, nan]",2927,II,79.001,[ 124  418  714 1009 1283 1560 1849 2182 2530 2877],77.778,132.667,342.667,611.778,104.667
0.111,"[408, 1112, 1794, 2496, 3182, 3872, 4540, 5226]","[514, 1212, 1880, 2574, 3282, 3996, 4640, 5280]",-0.165,"[492, 1166, 1852, 2578, 3294, 3926, 4652, nan]","[672, 1370, 2060, 2758, 3442, 4132, 4806, 5492]",-0.476,0.278,"[778, 1520, 2188, 2936, 3616, 4240, 4956, 5648]","[932, 1636, 2250, 3020, 3696, 4382, 5056, 5724]",2928,II,69.747,[ 294  644  987 1336 1679 2024 2361 2703],93.500,182.857,430.286,688.286,143.750
0.326,"[168, 822, 1486, 2146, 2806, 3470, 4130, 4794, 5430]","[242, 906, 1556, 2220, 2880, 3544, 4210, 4872, 5544]",-0.353,"[224, 864, 1536, 2202, 2864, 3526, 4194, 4854, nan]","[390, 1042, nan, nan, 3024, 3690, 4346, nan, nan]",-0.747,-0.143,"[376, 1270, nan, nan, 3184, 3700, 4512, nan, nan]","[420, 1308, nan, nan, 3270, 3826, 4630, nan, nan]",2929,II,72.433,[ 153  487  811 1141 1471 1804 2137 2467 2804],80.222,164.000,356.400,662.750,110.000
0.031,"[202, 786, 1364, 1966, 2544, 3128, 3704, 4284, 4874, 5456]","[268, 846, 1428, 2026, 2608, 3182, 3756, 4338, 4926, 5508]",-0.157,"[308, 888, 1470, 2070, 2650, 3224, 3798, 4384, 4972, nan]","[382, 996, nan, 2190, 2766, 3350, 3908, nan, 5046, 5624]",-0.106,0.344,"[490, 1072, 1656, 2248, 2832, 3408, 3990, 4572, 5158, 5732]","[584, 1162, 1748, 2348, 2928, 3500, 4076, 4662, 5248, 5826]",2930,II,82.421,[ 174  463  755 1053 1344 1631 1919 2211 2506 2795],57.800,104.000,276.889,582.444,83.500
0.080,"[362, 1006, 1642, 2280, 2930, 3582, 4238, 4886, 5540]","[412, 1054, 1724, 2332, 3002, 3628, 4332, 4932, 5626]",-0.054,"[418, 1064, 1734, 2372, 2958, 3634, 4270, 4982, nan]","[548, 1190, 1832, 2464, 3112, 3764, 4422, 5070, 5724]",-0.114,0.129,"[666, 1298, 1956, 2568, 3236, 3880, 4548, 5176, 5844]","[750, 1396, 2042, 2680, 3330, 3974, 4642, 5280, nan]",2931,II,74.168,[ 254  576  896 1213 1537 1864 2192 2516 2843],64.000,121.250,332.750,647.250,116.222
0.031,"[292, 1258, 2214, 3212, 4130, 5120]","[386, 1376, 2244, 3328, 4160, 5254]",-0.056,"[404, 1400, 2326, 3284, 4238, nan]","[540, 1498, 2470, 3438, 4398, 5366]",-0.315,0.287,"[684, 1646, 2594, 3564, 4524, 5502]","[784, 1748, 2726, 3692, 4656, 5622]",2932,II,49.732,[ 248  727 1213 1696 2177 2661],87.000,138.400,390.800,965.200,134.000
0.096,"[562, 1252, 1952, 2634, 3314, 3996, 4676, 5410]","[608, 1306, 2038, 2718, 3360, 4032, 4782, 5450]",-0.119,"[662, 1362, 2052, 2728, 3374, 4050, 4728, nan]","[734, 1434, 2126, 2804, 3488, 4188, 4886, 5560]",-0.192,0.038,"[914, 1550, 2298, 2978, 3652, 4304, 4972, 5598]","[964, 1648, 2364, 3018, 3696, 4362, 5028, 5624]",2933,II,69.921,[ 350  700 1045 1386 1727 2064 2406 2753],62.250,100.571,303.429,686.571,130.750
0.152,"[324, 854, 1390, 1962, 2490, 3014, 3512, 4034, 4518, 5002, 5496]","[410, 934, 1490, 2046, 2578, 3098, 3606, 4108, 4610, 5086, 5568]",-0.310,"[436, 972, 1522, 2070, 2598, 3126, 3638, 4140, 4632, 5116, nan]","[534, 1070, 1626, 2174, 2700, 3222, 3744, 4240, 4734, 5238, 5708]",-0.363,0.152,"[636, 1148, 1728, 2248, 2756, 3302, 3822, 4314, 4798, 5278, 5828]","[726, 1264, 1788, 2350, 2816, 3412, 3860, 4438, 4876, 5390, nan]",2934,II,93.013,[ 243  512  786 1060 1323 1588 1844 2096 2341 2585 2828],85.273,103.200,267.000,517.000,78.909
0.209,"[440, 1276, 2092, 2908, 3726, 4552, 5382]","[536, 1366, 2190, 2996, 3820, 4648, 5466]",-0.200,"[556, 1318, 2140, 3010, 3774, 4668, nan]","[658, 1502, 2306, 3142, 3930, 4770, 5600]",-0.184,0.228,"[772, 1602, 2424, 3234, 4044, 4882, 5728]","[902, 1734, 2556, 3356, 4182, 5010, 5820]",2935,II,58.328,[ 300  717 1125 1533 1942 2359 2769],92.286,140.333,379.000,823.000,111.143
0.030,"[570, 1358, 2134, 2916, 3696, 4518, 5292]","[652, 1442, 2202, 3008, 3786, 4596, 5386]",-0.202,"[708, 1496, 2272, 3058, 3844, 4664, nan]","[780, 1568, 2348, 3128, 3914, 4734, 5512]",-0.131,0.550,"[918, 1706, 2484, 3268, 4054, 4868, 5648]","[1028, 1820, 2600, 3374, 4164, 4982, 5766]",2936,II,60.903,[ 376  769 1159 1550 1943 2352 2741],84.000,71.667,321.000,788.333,137.429
0.174,"[568, 1136, 1688, 2268, 2834, 3406, 3922, 4512, 5062, 5650]","[644, 1212, 1766, 2334, 2896, 3456, 4022, 4606, 5146, 5738]",-0.054,"[654, 1180, 1780, 2314, 2860, 3430, 3982, 4540, 5120, nan]","[790, 1350, 1904, 2464, 3032, 3592, 4154, 4718, 5288, nan]",-2.401,0.584,"[886, 1454, 2006, 2540, 3130, 3656, 4230, 4816, 5336, nan]","[992, 1556, 2114, 2676, 3236, 3792, 4360, 4932, 5494, nan]",2937,II,85.412,[ 355  636  914 1194 1476 1757 2038 2320 2604 2884],77.400,159.111,365.778,562.000,84.667
0.049,"[600, 1470, 2350, 3252, 4146, 4990]","[670, 1552, 2420, 3334, 4212, 5078]",-0.073,"[690, 1568, 2434, 3356, 4188, nan]","[802, 1690, 2562, 3466, 4340, 5192]",-0.230,0.313,"[938, 1822, 2712, 3584, 4454, 5326]","[1050, 1926, 2796, 3694, 4572, 5426]",2938,II,54.685,[ 375  820 1256 1707 2142 2570],76.333,124.800,360.400,878.000,130.667
0.168,"[470, 1198, 1928, 2660, 3372, 4104, 4844, 5568]","[554, 1278, 2018, 2740, 3468, 4196, 4922, 5648]",-0.057,"[502, 1238, 2032, 2688, 3422, 4148, 4876, nan]","[640, 1404, 2102, 2850, 3572, 4298, 5006, 5734]",-0.153,-0.076,"[700, 1392, 2130, 2870, 3594, 4316, 5034, 5786]","[752, 1420, 2160, 2892, 3632, 4348, 5064, 5814]",2939,II,66.040,[ 301  667 1034 1396 1756 2118 2483 2845],85.000,138.000,194.571,726.857,27.000
0.142,"[318, 834, 1342, 1882, 2388, 2932, 3456, 3970, 4482, 4982, 5488]","[390, 902, 1444, 1960, 2482, 3002, 3542, 4062, 4560, 5066, 5570]",-0.260,"[424, 932, 1398, 1988, 2452, 3024, 3506, 4024, 4588, 5080, nan]","[526, 1034, 1562, 2090, 2612, 3138, 3698, 4186, 4692, 5202, 5698]",-0.356,0.379,"[626, 1124, 1656, 2190, 2692, 3214, 3748, 4284, 4788, 5286, 5780]","[702, 1230, 1740, 2284, 2798, 3326, 3854, 4370, 4890, 5376, nan]",2940,II,92.839,[ 244  499  762 1025 1286 1550 1814 2073 2328 2580 2830],82.364,132.400,315.400,517.200,86.364
0.074,"[nan, 762, 1532, 2310, 3108, 3936, 4734, 5456]","[140, 826, 1604, 2378, 3182, 3996, 4794, 5522]",-0.134,"[168, 798, 1576, 2392, 3150, 3966, 4770, nan]","[472, 938, 1752, 2518, 3346, 4108, 4934, 5820]",-0.076,0.386,"[432, 1070, 1844, 2628, 3420, 4230, 5048, 5766]","[498, 1180, 1950, 2732, 3532, 4348, 5150, nan]",2941,II,64.844,[ 173  453  840 1229 1627 2038 2437 2798],66.286,178.286,367.143,750.000,68.750
-0.008,"[308, 1030, 1684, 2396, 3052, 3750, 4406, 5090]","[374, 1062, 1712, 2424, 3104, 3784, 4462, 5134]",-0.037,"[398, 1080, 1770, 2408, 3092, 3770, 4482, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]",-0.422,,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]",2942,II,70.279,[ 236  582  929 1277 1620 1958 2291 2627],42.500,,,683.143,
0.240,"[580, 1444, 2304, 3154, 4002, 4854]","[664, 1528, 2404, 3248, 4098, 4950]",-0.057,"[634, 1498, 2370, 3220, 4068, nan]","[764, 1632, 2504, 3348, 4200, 5050]",-0.769,0.083,"[882, 1792, 2476, 3484, 4306, 5224]","[988, 1900, 2574, 3558, 4420, 5266]",2943,II,56.029,[ 356  789 1225 1648 2074 2498],92.333,131.600,330.000,856.800,111.000
0.092,"[688, 1684, 2580, 3664, 4550, 5544]","[758, 1752, 2616, 3726, 4580, 5580]",-0.005,"[730, 1726, 2710, 3696, 4676, nan]","[888, 1904, 2906, 3892, 4860, nan]",-0.192,-0.004,"[1108, 2098, 3084, 4108, 5110, nan]","[1196, 2230, 3220, 4142, 5170, nan]",2944,II,48.663,[ 410  908 1401 1892 2384 2876],50.333,182.400,484.000,986.400,211.600
0.128,"[426, 1134, 1866, 2580, 3324, 4082, 4870, 5566]","[534, 1248, 1968, 2690, 3406, 4178, 4932, 5658]",-0.110,"[474, 1212, 1922, 2708, 3380, 4194, 4912, nan]","[638, 1370, 2090, 2802, 3540, 4300, 5050, 5778]",-0.306,0.054,"[778, 1348, 2234, 2984, 3562, 4318, 5222, 5814]","[866, 1390, 2306, 3036, 3608, 4344, 5284, 5846]",2945,II,65.471,[ 295  657 1020 1376 1745 2124 2500 2862],95.750,141.143,290.286,733.429,86.500
0.127,"[344, 1028, 1666, 2308, 2978, 3680, 4312, 4964, 5626]","[430, 1062, 1738, 2410, 3048, 3722, 4398, 5054, 5714]",-0.196,"[392, 1072, 1708, 2364, 3078, 3764, 4358, 5096, nan]","[584, 1194, 1878, 2528, 3168, 3836, 4534, 5198, nan]",-0.104,0.135,"[656, 1362, 1944, 2634, 3296, 3964, 4634, 5186, nan]","[720, 1402, 1968, 2724, 3384, 4036, 4694, 5214, nan]",2946,II,72.814,[ 258  584  913 1243 1571 1905 2238 2567 2895],74.444,136.000,288.750,659.250,94.500
0.006,"[414, 980, 1530, 2072, 2626, 3158, 3698, 4212, 4750, 5312]","[508, 1058, 1608, 2164, 2706, 3242, 3762, 4294, 4838, 5386]",-0.214,"[478, 1008, 1620, 2138, 2726, 3214, 3780, 4264, 4812, nan]","[622, 1172, 1730, 2278, 2822, 3362, 3888, 4414, 4958, 5506]",-0.620,0.403,"[716, 1254, 1832, 2362, 2898, 3416, 3966, 4510, 5036, 5584]","[834, 1362, 1928, 2470, 3006, 3546, 4074, 4606, 5156, 5690]",2947,II,88.478,[ 286  561  840 1115 1387 1656 1918 2184 2454 2728],81.400,134.000,326.889,542.667,82.200
0.230,"[764, 1504, 2240, 2996, 3738, 4514, 5278]","[806, 1600, 2336, 3104, 3854, 4608, 5368]",-0.120,"[832, 1620, 2360, 3126, 3902, 4576, nan]","[1002, 1746, 2480, 3236, 4002, 4754, 5516]",-1.124,0.292,"[1196, 1848, 2600, 3354, 4090, 4902, 5618]","[1268, 2012, 2762, 3508, 4278, 5014, 5784]",2948,II,63.840,[ 479  851 1218 1596 1978 2355 2735],91.714,134.000,404.333,752.000,124.571
0.089,"[408, 956, 1496, 2040, 2586, 3144, 3704, 4256, 4812, 5362]","[492, 1040, 1576, 2122, 2674, 3226, 3786, 4340, 4892, 5448]",-0.198,"[506, 1054, 1594, 2132, 2684, 3240, 3804, 4358, 4904, nan]","[626, 1178, 1696, 2272, 2822, 3340, 3912, 4488, nan, 5568]",-0.200,0.195,"[678, 1230, 1782, 2318, 2870, 3420, 3976, 4534, 5086, 5626]","[792, 1342, 1882, 2424, 2970, 3528, 4092, 4648, 5196, 5746]",2949,II,87.216,[ 273  548  818 1088 1362 1640 1922 2199 2473 2750],83.200,120.250,288.667,550.444,59.111
-0.049,"[290, 926, 1730, 2530, 3332, 4110, 4908]","[320, 958, 1758, 2558, 3360, 4138, 4948]",-0.298,"[454, 1074, 1872, 2670, 3468, 4266, nan]","[570, 1134, 1930, 2730, 3528, 4326, 5124]",-0.306,0.565,"[698, 1272, 2068, 2868, 3666, 4462, 5264]","[846, 1340, 2148, 2932, 3734, 4538, 5328]",2950,II,63.257,[ 250  553  952 1350 1749 2148 2547],30.571,69.000,289.000,765.667,136.571
0.137,"[nan, 686, 1246, 1630, 2356, 3476, 3990, 4588, 5014, 5578]","[194, 736, 1320, 1754, 2436, 3542, 4070, 4660, 5058, 5610]",-0.107,"[164, 820, 1378, 1720, 2452, 3566, 4094, 4706, 5072, nan]","[386, 970, 1518, 1856, 2626, 3726, 4244, nan, 5190, nan]",-0.366,0.030,"[410, 1114, 1492, 1990, 2602, 3708, 4406, nan, 5330, nan]","[440, 1180, 1546, 2040, 2662, 3768, 4442, nan, 5414, nan]",2951,II,87.687,[ 156  444  722  902 1277 1827 2089 2390 2566 2870],69.111,156.250,278.250,603.111,67.000
0.146,"[312, 988, 1646, 2298, 2918, 3378, 4212, 4878, 5548]","[382, 1056, 1724, 2372, 2988, 3504, 4282, 4946, 5618]",-0.000,"[408, 1084, 1766, 2328, 2970, 3584, 4242, 4902, nan]","[nan, nan, nan, nan, 3124, nan, nan, nan, 5756]",-1.202,0.150,"[nan, nan, nan, nan, 3102, nan, nan, nan, 5738]","[nan, nan, nan, nan, 3228, nan, nan, nan, 5850]",2952,II,73.319,[ 233  571  900 1224 1537 1860 2184 2516 2853],77.111,154.000,258.000,655.000,-20.000
0.066,"[672, 1100, 1446, 2142, 2842, 3418, 4140, 4484, 5228, 5566]","[722, 1144, 1508, 2204, 2872, 3464, 4176, 4572, 5266, 5634]",-0.032,"[784, 1180, 1560, 2176, 2860, 3530, 4232, 4628, 5326, nan]","[888, 1332, 1694, 2310, 3016, 3638, 4344, 4742, 5432, nan]",-0.449,0.047,"[868, 1452, 1784, 2290, 3030, 3616, 4402, 4844, 5456, nan]","[940, 1508, 1872, 2336, 3060, 3690, 4444, 4952, 5504, nan]",2953,II,94.331,[ 416  633  813 1127 1481 1792 2146 2336 2684 2873],52.400,124.444,225.556,546.000,38.444
0.078,"[nan, 700, 1428, 2126, 2896, 3610, 4334, 5052]","[164, 782, 1534, 2230, 2996, 3686, 4408, 5128]",-0.113,"[150, 790, 1474, 2170, 2936, 3700, 4414, nan]","[410, 896, 1624, 2322, 3088, 3812, 4524, 5246]",-0.155,0.299,"[436, 1004, 1772, 2440, 3210, 3928, 4658, 5366]","[492, 1140, 1862, 2560, 3324, 4046, 4764, 5490]",2954,II,69.555,[ 164  431  793 1143 1526 1886 2243 2605],88.286,148.857,364.857,697.429,111.500
0.132,"[362, 1130, 2060, 2946, 3746, 4684, 5606]","[460, 1258, 2168, 3032, 3792, 4798, 5708]",-0.152,"[496, 1202, 2132, 3048, 3816, 4742, nan]","[632, 1418, 2338, 3214, 4024, 4954, nan]",-0.454,0.075,"[696, 1398, 2412, 3276, 3998, 5038, nan]","[732, 1466, 2522, 3342, 4086, 5146, nan]",2955,II,55.158,[ 274  670 1128 1566 1973 2437 2893],97.429,190.667,309.667,873.000,39.667
0.040,"[390, 1456, 2524, 3508, 4528, 5600]","[482, 1564, 2616, 3602, 4640, 5690]",-0.168,"[436, 1508, 2572, 3556, 4582, nan]","[658, 1758, 2796, 3736, 4850, nan]",-0.094,0.424,"[786, 1834, 2902, 3900, 4942, nan]","[926, 2000, 3056, 4046, 5074, nan]",2956,II,46.146,[ 283  819 1352 1841 2355 2886],98.000,228.800,489.600,1041.200,113.200
0.074,"[696, 1592, 2580, 3426, 4340, 5292]","[734, 1640, 2666, 3450, 4368, 5332]",-0.000,"[844, 1712, 2614, 3588, 4456, nan]","[958, 1862, 2772, 3692, 4608, 5550]",-1.025,0.122,"[998, 2026, 2916, 3848, 4782, 5706]","[1056, 2120, 3014, 3942, 4900, 5788]",2957,II,52.294,[ 450  902 1357 1817 2276 2745],44.000,135.600,363.600,918.000,139.000
0.322,"[678, 1366, 2046, 2698, 3370, 4058, 4716, 5396]","[774, 1446, 2122, 2792, 3468, 4132, 4810, 5498]",-0.136,"[744, 1416, 2084, 2758, 3440, 4108, 4822, nan]","[882, 1586, 2230, 2950, 3596, 4278, 4924, 5606]",-0.630,-0.174,"[910, 1570, 2276, 2936, 3616, 4264, 4980, 5760]","[954, 1610, 2310, 2968, 3652, 4304, 5016, 5844]",2958,II,71.131,[ 415  752 1085 1423 1762 2096 2434 2777],89.250,153.429,206.000,674.857,32.500
0.016,"[nan, 854, 1372, 2032, 2620, 3168, 3794, 4382, 4942, 5538]","[nan, 938, 1418, 2090, 2670, 3218, 3834, 4416, 4970, 5588]",-0.099,"[nan, 964, 1492, 2118, 2706, 3286, 3864, 4430, 5036, nan]","[526, 1100, 1680, 2256, 2798, 3420, 4000, 4586, 5132, 5718]",-0.777,0.590,"[578, 1166, 1734, 2330, 2894, 3472, 4072, 4636, 5238, 5732]","[704, 1282, 1860, 2454, 3034, 3606, 4198, 4762, 5360, 5792]",2959,II,82.478,[ 219  508  796 1086 1377 1667 1959 2251 2543 2838],48.889,134.500,332.500,582.000,63.600
0.226,"[nan, 764, 1476, 2212, 2944, 3706, 4478, 5226]","[nan, 848, 1558, 2298, 3024, 3788, 4564, 5304]",-0.208,"[nan, 866, 1526, 2346, 3070, 3814, 4598, nan]","[320, 998, 1740, 2476, 3208, 3942, 4712, 5478]",-0.124,0.066,"[426, 1126, 1834, 2578, 3286, 3954, 4816, 5582]","[520, 1202, 1898, 2636, 3372, 4132, 4912, 5662]",2960,II,65.533,[ 129  470  826 1196 1559 1942 2327 2696],82.571,142.667,322.000,733.429,91.000
0.090,"[454, 1304, 2118, 3002, 3804, 4630, 5448]","[564, 1408, 2236, 3092, 3912, 4728, 5546]",-0.109,"[524, 1354, 2202, 3054, 3870, 4690, nan]","[704, 1542, 2384, 3238, 4048, 4868, 5688]",-0.502,0.209,"[810, 1626, 2462, 3354, 4110, 4938, 5826]","[958, 1790, 2616, 3478, 4286, 5122, nan]",2961,II,57.802,[ 325  745 1164 1592 1997 2407 2817],103.714,181.667,426.000,830.667,93.429
0.238,"[188, 592, 1444, 2128, 2812, 3506, 4166, 4828, 5582]","[224, 694, 1484, 2162, 2848, 3528, 4218, 4868, 5616]",-0.223,"[304, 774, 1562, 2246, 2930, 3614, 4304, 4988, nan]","[368, 832, 1618, 2300, 2984, 3668, 4360, 5040, nan]",-1.983,0.730,"[596, 1020, 1804, 2544, 3202, 3896, 4582, 5260, nan]","[694, 1080, 1938, 2616, 3318, 3966, 4670, 5336, nan]",2963,II,72.723,[ 169  405  798 1139 1482 1825 2167 2511 2854],44.000,56.000,362.000,671.250,216.750
0.247,"[586, 1224, 2376, 4294, 4676]","[728, 1298, 2516, 4428, 4904]",-0.094,"[788, 1406, 2580, 4482, nan]","[996, 1512, 2818, 4720, 5196]",-0.659,0.283,"[1226, 1490, 2862, 4752, 5230]","[1298, 1564, 3000, 4904, 5380]",2964,II,59.752,[ 460  729 1361 2312 2551],143.600,197.500,377.500,1045.500,63.600
0.038,"[332, 1068, 1828, 2590, 3346, 4118, 4892, 5644]","[420, 1154, 1922, 2680, 3428, 4200, 4978, 5726]",-0.156,"[382, 1126, 1872, 2646, 3398, 4168, 4948, nan]","[566, 1306, 2066, 2834, 3580, 4348, 5126, nan]",-0.440,0.364,"[660, 1466, 2216, 2930, 3686, 4438, 5252, nan]","[798, 1542, 2304, 3066, 3822, 4584, 5366, nan]",2965,II,63.170,[ 256  626 1005 1387 1762 2148 2535 2916],86.250,183.714,420.286,760.000,117.429
0.038,"[402, 1336, 2256, 3052, 3904, 4804]","[530, 1430, 2302, 3128, 4010, 4888]",-0.096,"[574, 1400, 2282, 3102, 3976, nan]","[688, 1578, 2430, 3294, 4156, 5036]",-0.548,0.539,"[722, 1682, 2556, 3396, 4262, 5132]","[894, 1792, 2640, 3504, 4366, 5254]",2966,II,55.718,[ 326  752 1176 1607 2040 2480],89.000,162.400,372.400,861.600,94.667
0.011,"[nan, 898, 1662, 2506, 3412, 4360, 5272]","[nan, 966, 1760, 2580, 3494, 4432, 5354]",-0.125,"[nan, 1032, 1796, 2604, 3572, 4400, nan]","[428, 1216, 1998, 2818, 3734, 4680, 5588]",-0.340,0.144,"[524, 1296, 2078, 2916, 3826, 4764, 5690]","[624, 1400, 2184, 3018, 3950, 4886, 5786]",2967,II,56.025,[ 163  552  943 1363 1818 2286 2746],79.333,208.400,406.800,861.000,90.286
0.073,"[300, 1102, 1904, 2742, 4312, 5098]","[340, 1142, 1940, 2822, 4340, 5138]",-0.012,"[452, 1248, 2054, 2852, 4448, nan]","[nan, nan, 2216, 3014, nan, 5416]",-1.030,0.161,"[nan, nan, 2158, 3080, nan, 5360]","[nan, nan, 2266, 3190, nan, 5494]",2968,II,53.286,[ 243  644 1043 1444 2243 2644],44.000,162.000,275.000,960.400,-16.000
0.207,"[nan, 726, 1510, 2196, 2796, 3284, 4124, 4884, nan]","[120, 870, 1582, 2282, 2912, 3436, 4220, 4978, nan]",-0.084,"[264, 980, 1664, 2354, 3040, 3370, 4254, 4996, nan]","[428, 1114, 1796, 2490, 3178, 3706, 4406, 5138, nan]",-1.796,0.674,"[550, 1226, 1920, 2630, 3302, 3824, 4542, 5246, nan]","[686, 1368, 2060, 2742, 3436, 3926, 4638, 5374, nan]",2969,II,71.732,[ 160  504  848 1192 1536 1802 2150 2514 2856],108.571,166.750,413.500,674.000,123.000
0.050,"[248, 1718, 3100, 3870, 4586, 5350]","[302, 1766, 3196, 3922, 4642, 5420]",-0.094,"[320, 1800, 3290, 3952, 4712, nan]","[496, 2008, 3448, 4164, 4868, 5596]",-0.263,0.118,"[576, 2094, 3522, 4206, 5042, 5644]","[662, 2168, 3608, 4330, 5130, 5704]",2970,II,52.196,[ 208  962 1682 2040 2397 2757],62.667,182.000,364.800,1019.600,84.000
0.145,"[746, 1126, 1984, 2598, nan, 3998, 4618, 5036]","[772, 1232, 2018, 2624, nan, 4046, 4702, 5250]",-0.396,"[nan, 1320, nan, nan, nan, 4150, nan, nan]","[908, 1432, 2154, 2840, nan, 4218, nan, 5370]",-1.366,0.245,"[962, 1566, 2208, 2980, nan, 4272, nan, 5540]","[1024, 1686, 2268, 3086, nan, 4332, nan, 5588]",2971,II,77.476,[ 440  676 1061 1405 1748 2092 2436 2673],76.857,90.000,274.000,638.000,101.000
0.093,"[1642, 3076, 4578, 4926]","[1682, 3136, 4622, 5142]",-0.504,"[1834, 3306, 4894, nan]","[2012, 3486, 5024, 5498]",-0.796,0.784,"[1978, 3450, 5346, 5564]","[2294, 3708, 5468, 5754]",2972,II,54.086,[ 966 1703 2486 2701],90.000,162.667,478.667,1156.667,79.500
0.260,"[330, 950, 1610, 2280, 2968, 3658, 4330, 4970, 5572]","[420, 1032, 1698, 2366, 3058, 3750, 4420, 5050, 5656]",-0.147,"[380, 998, 1670, 2326, 3086, 3724, 4392, 5094, nan]","[584, 1210, 1866, 2532, 3224, 3916, 4588, 5228, nan]",-0.671,0.224,"[740, 1288, 1942, 2608, 3294, 4008, 4634, 5204, nan]","[816, 1440, 2094, 2774, 3458, 4152, 4814, 5458, nan]",2973,II,73.394,[ 269  580  909 1243 1588 1935 2270 2588 2890],86.889,184.750,417.000,655.250,71.250
0.130,"[nan, 690, 1450, 1946, 2886, 3280, 4040, 4680, 5318]","[120, 736, 1500, 1984, 2958, 3364, 4084, 4718, 5388]",-0.319,"[170, 850, nan, 2154, 2914, 3456, 4110, 4752, nan]","[344, 986, 1602, 2234, 3016, 3570, 4218, 4864, 5560]",-0.160,0.306,"[470, 1138, 1784, 2290, 3096, 3690, 4384, 5004, 5676]","[536, 1188, 1850, 2326, 3150, 3786, 4448, 5104, 5722]",2974,II,74.631,[ 138  461  785 1107 1497 1756 2082 2408 2735],55.250,118.000,304.571,649.250,126.444
0.407,"[480, 788, 1136, 1554, 1880, 2556, 3078, 3596, 4108, 5136]","[544, 896, 1246, 1632, 1966, 2666, 3186, 3702, 4210, 5242]",-0.228,"[584, 844, 1286, 1656, 1928, 2684, 3222, 3736, 4242, nan]","[688, nan, 1386, 1776, nan, 2814, 3328, 3842, nan, 5378]",-1.201,0.333,"[792, nan, 1442, 1882, nan, 2944, 3454, 3958, nan, 5506]","[896, nan, 1530, 1966, nan, 3014, 3524, 4042, nan, 5598]",2975,II,102.155,[ 316  486  671  860 1041 1379 1636 1892 2147 2661],97.800,111.000,300.667,521.111,109.429
0.140,"[nan, 594, 1222, 1842, 2462, 3086, 3716, 4338, 4962, 5590]","[152, 694, 1342, 1942, 2570, 3196, 3814, 4442, 5066, 5692]",-0.255,"[134, 660, 1284, 1912, 2534, 3158, 3784, 4410, 5030, nan]","[nan, 804, 1440, 2052, 2674, 3302, 3928, 4552, 5174, nan]",-0.301,0.647,"[nan, 910, 1540, 2154, 2774, 3400, 4028, 4658, 5276, nan]","[nan, 1004, 1636, 2252, 2876, 3504, 4128, 4756, 5374, nan]",2976,II,80.399,[ 162  381  694 1004 1316 1629 1942 2254 2565 2879],105.111,144.250,344.750,603.778,101.750
0.177,"[636, 1504, 2372, 3246, 4112, 4992]","[748, 1610, 2492, 3356, 4222, 5096]",0.002,"[712, 1576, 2458, 3326, 4168, nan]","[920, 1780, 2660, 3532, 4396, 5270]",-1.083,0.127,"[1044, 1896, 2792, 3652, 4524, 5400]","[1204, 2022, 2920, 3776, 4648, 5542]",2977,II,55.175,[ 429  860 1299 1734 2166 2604],110.333,209.600,466.000,870.000,125.000
0.183,"[312, 1032, 1666, 2320, 2954, 3756, 4350, 4942]","[448, 1110, 1750, 2392, 3022, 3790, 4404, 5004]",-0.144,"[546, 1188, 1836, 2472, 3068, 3892, 4530, nan]","[622, 1260, 1910, 2534, 3172, nan, nan, nan]",-0.301,1.325,"[708, 1350, 1994, 2632, 3270, nan, nan, nan]","[744, 1386, 2030, 2668, 3306, nan, nan, nan]",2978,II,72.955,[ 290  611  934 1252 1570 1962 2281 2603],73.500,77.600,204.800,660.857,91.200
0.207,"[748, 1478, 2210, 2918, 3654, 4378, 5094]","[808, 1538, 2260, 2990, 3714, 4446, 5180]",0.002,"[832, 1558, 2320, 3008, 3736, 4418, nan]","[1022, 1750, 2476, 3202, 3928, 4658, 5338]",-2.066,0.584,"[1120, 1846, 2580, 3308, 4042, 4750, 5490]","[1250, 1978, 2704, 3430, 4154, 4884, 5616]",2979,II,66.055,[ 455  819 1182 1545 1907 2272 2635],65.143,194.000,421.333,726.667,108.857
